oare_id,n_sents,akk_bytes,is_long,is_ordered,has_overlap,coverage,mean_match_score,min_match_score
8b7cde1e-f4fa-4a6f-a109-a81a1921ea16,5,809,True,True,False,0.8068181818181818,74.09254421102966,57.68958233671575
f40f51b2-cb9e-4f55-96ec-d545c6d3cd6f,4,375,False,True,False,0.525,68.50958432221941,52.74431652792657
fe5f0765-0447-4cf4-87bc-f8ead4dba5e8,6,881,True,True,True,0.5619047619047619,74.9609626875371,56.128979274791966
2976162a-92d3-4197-9256-4c1118f1f517,3,478,False,True,False,0.6875,65.7042255188211,49.641526121156836
7e535ee6-7040-426d-9e83-22d46767897e,5,365,False,True,False,0.6285714285714286,80.02265177960196,64.632310822296
184bcfc4-8827-4df8-87ff-6edb14f986f8,3,160,False,True,False,0.9444444444444444,99.11649388319974,97.34948164959921
dfad0b67-e34c-44df-8d8c-f5bf640f8ae2,2,1032,True,True,False,0.6,74.19907310732674,67.77100558669457
174437e5-1535-4360-bb54-fef3fb4ec96f,3,321,False,True,False,0.6842105263157895,84.68128333715171,76.66691362290243
153d2a73-1831-42ae-9137-efede68d487e,2,174,False,True,False,0.75,76.32914565377845,75.34315567513528
2517efaf-ec7a-4370-98ff-7dbd3e179905,4,460,False,True,False,0.8,86.49369106387482,65.00291265642713
0fab36c1-7411-4d88-845d-4ba5fd1b9c99,4,552,True,True,False,0.7333333333333333,70.19645999231825,62.333121289554526
55b115ac-6a6d-48e6-86df-ff449b4b346b,7,1024,True,False,True,0.6956521739130435,63.02965412591573,22.719333210002315
78e97f31-ddc5-43a6-b38c-1443f3b2ef65,3,266,False,True,False,0.8620689655172413,86.54053880514977,79.79051049195779
7c7c5b98-b509-44ff-9d1d-bc5b8766d101,3,974,True,True,False,0.4528301886792453,62.68296750277832,42.75601101045191
47e14bd0-d1ad-4146-81a4-746a9b23667e,13,924,True,False,True,0.56,62.19123286277655,39.342395864876615
2f4a7da0-252a-44bc-86d5-72e5acaa232d,2,200,False,True,False,1.0,81.44074373077733,76.05477191370774
37fe7ee6-43c5-4d56-a5e9-5880e0b98cbd,2,170,False,True,False,0.7619047619047619,83.6803623557459,76.64521252730977
a753e885-08c0-49a2-9296-1c2d0e244c0b,14,1023,True,False,True,0.831858407079646,66.87674817379295,21.07762997174564
220ea8f5-9482-448c-bea0-635151c0e6ba,5,1051,True,True,False,0.5158730158730159,59.64925861850499,48.891161348636075
3a8a9acb-4ca2-46fa-9a09-bb60fdd075d6,9,1008,True,False,True,0.6428571428571429,51.47830440298123,29.311646599867974
36e7ec23-80f5-400c-82c3-5908eced08d5,6,678,True,False,True,0.6741573033707865,67.01847242839442,27.392616128002366
1bf0d017-dab1-41b4-b156-dc5e82e80d83,7,756,True,False,True,0.686046511627907,69.22977644835403,41.16370201884346
7900a6ca-b2ed-4bf8-a0a4-922f7f3017e4,8,1044,True,False,True,0.6347826086956522,51.95610041617661,22.185114503816795
40780d75-88ef-46b6-8430-85e6f74a0b1b,3,130,False,True,False,1.0,93.65416329983509,80.9624898995053
64f3382c-cb81-41af-99c9-36854585b747,31,1024,True,False,True,0.9626168224299065,44.16897752208681,18.181127567000857
